Iteration,Random Seed,Autocorrlation,Moran I,Filter Method,Number of H0 Points,TL,AL,TML,AML,Value
12,804,none,-0.058045418655255095,up,49,25.705095859967827,0.5245937930605679,12.852547929983913,0.26229689653028393,24.462951999673738
12,804,none,-0.058045418655255095,down,49,17.72772472821342,0.3617903005757841,8.86386236410671,0.18089515028789205,24.46295199967374
12,804,positive,0.7891292452488834,up,49,24.618953074987463,0.5024276137752544,12.309476537493731,0.2512138068876272,24.462951999673745
12,804,positive,0.7891292452488834,down,49,23.805332222353837,0.48582310657864974,11.902666111176918,0.24291155328932487,24.46295199967374
12,804,negative,-0.7634016972016484,up,49,26.654614754692638,0.5439717296876049,13.327307377346319,0.27198586484380244,25.765868161727095
12,804,negative,-0.7634016972016484,down,49,16.618800013116086,0.33915918394114464,8.309400006558043,0.16957959197057232,25.7658681617271
13,599,none,-0.18482619121121785,up,49,25.806429420979736,0.5266618249179538,12.903214710489868,0.2633309124589769,24.427670109218
13,599,none,-0.18482619121121785,down,49,16.348716514034226,0.33364727579661685,8.174358257017113,0.16682363789830842,24.427670109218
13,599,positive,0.7148094466213076,up,49,24.608145745811694,0.5022070560369734,12.304072872905847,0.2511035280184867,24.427670109218
13,599,positive,0.7148094466213076,down,49,23.552836355529685,0.4806701297046874,11.776418177764842,0.2403350648523437,24.427670109218
13,599,negative,-0.8305065341439581,up,49,24.986001881476472,0.5099184057444178,12.493000940738236,0.2549592028722089,24.10052203383954
13,599,negative,-0.8305065341439581,down,49,14.968797379177694,0.30548566079954476,7.484398689588847,0.15274283039977238,24.10052203383954
14,70,none,-0.028766243390986993,up,49,24.66064320031091,0.5032784326594063,12.330321600155456,0.25163921632970315,23.03009164032604
14,70,none,-0.028766243390986993,down,49,15.233309231917495,0.31088386187586725,7.616654615958748,0.15544193093793363,23.030091640326045
14,70,positive,0.82564989944194,up,49,23.16764590217133,0.47280910004431287,11.583822951085665,0.23640455002215643,23.030091640326045
14,70,positive,0.82564989944194,down,49,22.435858511415464,0.45787466349827477,11.217929255707732,0.22893733174913738,23.030091640326045
14,70,negative,-0.7957406370819263,up,49,25.75618187768632,0.5256363648507412,12.87809093884316,0.2628181824253706,24.77661409654721
14,70,negative,-0.7957406370819263,down,49,15.653812756065095,0.31946556645030805,7.826906378032548,0.15973278322515402,24.77661409654721
15,472,none,0.050080887025907024,up,49,25.140218958109298,0.5130656930226387,12.570109479054649,0.25653284651131936,24.112733590400158
15,472,none,0.050080887025907024,down,49,17.060400665218847,0.34817144214732343,8.530200332609423,0.17408572107366171,24.112733590400158
15,472,positive,0.8651082086618108,up,49,24.23855538509081,0.49466439561409814,12.119277692545404,0.24733219780704907,24.11273359040016
15,472,positive,0.8651082086618108,down,49,23.2716045695258,0.4749307055005265,11.6358022847629,0.23746535275026326,24.112733590400158
15,472,negative,-0.8392904083681412,up,49,25.982147087494,0.5302478997447755,12.991073543747,0.26512394987238774,25.179157226179875
15,472,negative,-0.8392904083681412,down,49,16.943240495194555,0.34578041826927663,8.471620247597277,0.17289020913463832,25.17915722617988
16,600,none,-0.15655541856417723,up,49,25.268094571229177,0.5156753994128404,12.634047285614589,0.2578376997064202,23.722509052732317
16,600,none,-0.15655541856417723,down,49,15.396867115937711,0.3142217778762798,7.698433557968856,0.1571108889381399,23.72250905273232
16,600,positive,0.7951299591377261,up,49,23.86483259722966,0.48703739994346246,11.93241629861483,0.24351869997173123,23.72250905273232
16,600,positive,0.7951299591377261,down,49,23.158641756549155,0.4726253419703909,11.579320878274578,0.23631267098519546,23.722509052732324
16,600,negative,-0.8306946631382516,up,49,24.84850411521046,0.5071123288818461,12.42425205760523,0.25355616444092305,24.012985075736218
16,600,negative,-0.8306946631382516,down,49,15.31437287540154,0.31253822194697023,7.65718643770077,0.15626911097348511,24.012985075736218
17,396,none,0.2160007695002029,up,49,26.481102322963217,0.5404306596523105,13.240551161481608,0.27021532982615526,25.39517507294652
17,396,none,0.2160007695002029,down,49,18.546701483190894,0.37850411190185496,9.273350741595447,0.18925205595092748,25.395175072946525
17,396,positive,0.8861089863780371,up,49,25.583939583713303,0.5221212159941491,12.791969791856651,0.26106060799707453,25.395175072946525
17,396,positive,0.8861089863780371,down,49,24.11276318595014,0.4920972078765335,12.05638159297507,0.24604860393826675,25.395175072946525
17,396,negative,-0.6929977668443508,up,49,25.73619871984606,0.5252285453029808,12.86809935992303,0.2626142726514904,25.07176641253336
17,396,negative,-0.6929977668443508,down,49,16.98617779374376,0.34665668966824,8.49308889687188,0.17332834483412,25.071766412533357
18,314,none,0.07917766786319075,up,49,25.803674137484023,0.5266055946425311,12.901837068742012,0.26330279732126555,24.788472222747206
18,314,none,0.07917766786319075,down,49,17.99186732487539,0.36718096581378346,8.995933662437695,0.18359048290689173,24.788472222747206
18,314,positive,0.8456154446501046,up,49,24.851144435877508,0.507166212977092,12.425572217938754,0.253583106488546,24.78847222274721
18,314,positive,0.8456154446501046,down,49,24.3132090535099,0.496187939867549,12.15660452675495,0.2480939699337745,24.788472222747206
18,314,negative,-0.8450438010607517,up,49,24.955459388165547,0.509295089554399,12.477729694082774,0.2546475447771995,24.36929366993221
18,314,negative,-0.8450438010607517,down,49,16.6178568894638,0.33913993651966934,8.3089284447319,0.16956996825983467,24.36929366993221
19,705,none,-0.12422537847234393,up,49,25.042236960695156,0.5110660604223501,12.521118480347578,0.25553303021117507,23.818791519144376
19,705,none,-0.12422537847234393,down,49,16.422652574325806,0.33515617498624095,8.211326287162903,0.16757808749312048,23.818791519144376
19,705,positive,0.9076694197637553,up,49,23.946365842322415,0.4887013437208656,11.973182921161207,0.2443506718604328,23.81879151914438
19,705,positive,0.9076694197637553,down,49,23.19637854352901,0.47339548048018393,11.598189271764506,0.23669774024009196,23.81879151914438
19,705,negative,-0.7222076882460438,up,49,25.76730454794359,0.5258633581212977,12.883652273971794,0.26293167906064885,24.986329709477705
19,705,negative,-0.7222076882460438,down,49,16.624000451142894,0.3392653153294468,8.312000225571447,0.1696326576647234,24.986329709477708
20,486,none,-0.19291995890731028,up,49,26.048683695715823,0.5316057897084862,13.024341847857912,0.2658028948542431,24.734239574944716
20,486,none,-0.19291995890731028,down,49,17.226293535522693,0.3515570109290346,8.613146767761346,0.1757785054645173,24.734239574944713
20,486,positive,0.8926263453387854,up,49,24.852741971132442,0.5071988157373968,12.426370985566221,0.2535994078686984,24.734239574944716
20,486,positive,0.8926263453387854,down,49,23.94940942941249,0.48876345774311203,11.974704714706245,0.24438172887155601,24.734239574944716
20,486,negative,-0.7822968785216459,up,49,25.071038647630868,0.5116538499516503,12.535519323815434,0.25582692497582515,24.234051288283837
20,486,negative,-0.7822968785216459,down,49,15.331387757728747,0.3128854644434438,7.665693878864373,0.1564427322217219,24.234051288283837
21,551,none,0.04085202131438779,up,49,27.100087180679687,0.5530630036873405,13.550043590339843,0.27653150184367026,25.897816516940036
21,551,none,0.04085202131438779,down,49,17.939025500460605,0.3661025612338899,8.969512750230303,0.18305128061694495,25.89781651694004
21,551,positive,0.8802617973567676,up,49,25.986189621888144,0.5303304004466968,12.993094810944072,0.2651652002233484,25.897816516940043
21,551,positive,0.8802617973567676,down,49,25.28685155590594,0.5160581950184886,12.64342577795297,0.2580290975092443,25.897816516940043
21,551,negative,-0.780849325189213,up,49,26.30710143458848,0.5368796211140506,13.15355071729424,0.2684398105570253,25.24150275446842
21,551,negative,-0.780849325189213,down,49,16.224222796964163,0.3311065876931462,8.112111398482082,0.1655532938465731,25.241502754468417
22,87,none,-0.049429627356313156,up,49,24.569368610090862,0.5014156859202217,12.284684305045431,0.25070784296011084,23.748257698902027
22,87,none,-0.049429627356313156,down,49,17.51385843521973,0.3574256823514231,8.756929217609866,0.17871284117571154,23.74825769890203
22,87,positive,0.8815989281190955,up,49,23.85478572307404,0.48683236169538857,11.92739286153702,0.24341618084769429,23.74825769890203
22,87,positive,0.8815989281190955,down,49,23.000620880276667,0.46940042612809524,11.500310440138334,0.23470021306404762,23.748257698902037
22,87,negative,-0.7757144728037104,up,49,25.774805272247427,0.5260164341274985,12.887402636123714,0.26300821706374927,25.12111869019133
22,87,negative,-0.7757144728037104,down,49,17.96968892034192,0.3667283453131004,8.98484446017096,0.1833641726565502,25.12111869019133
23,174,none,0.06607404587896142,up,49,24.166312981555098,0.4931900608480632,12.083156490777549,0.2465950304240316,23.329776950677374
23,174,none,0.06607404587896142,down,49,17.510219693149548,0.35735142230917444,8.755109846574774,0.17867571115458722,23.329776950677378
23,174,positive,0.7073881908886545,up,49,23.417206345309317,0.47790217031243504,11.708603172654659,0.23895108515621752,23.329776950677374
23,174,positive,0.7073881908886545,down,49,22.658883099285134,0.4624261856996966,11.329441549642567,0.2312130928498483,23.329776950677378
23,174,negative,-0.844714409772395,up,49,25.254477242739945,0.5153974947497948,12.627238621369973,0.2576987473748974,24.585898162259568
23,174,negative,-0.844714409772395,down,49,16.020785516062585,0.3269548064502568,8.010392758031292,0.1634774032251284,24.585898162259568
24,600,none,-0.15655541856417723,up,49,25.268094571229177,0.5156753994128404,12.634047285614589,0.2578376997064202,23.722509052732317
24,600,none,-0.15655541856417723,down,49,15.396867115937711,0.3142217778762798,7.698433557968856,0.1571108889381399,23.72250905273232
24,600,positive,0.7951299591377261,up,49,23.86483259722966,0.48703739994346246,11.93241629861483,0.24351869997173123,23.72250905273232
24,600,positive,0.7951299591377261,down,49,23.158641756549155,0.4726253419703909,11.579320878274578,0.23631267098519546,23.722509052732324
24,600,negative,-0.8306946631382516,up,49,24.84850411521046,0.5071123288818461,12.42425205760523,0.25355616444092305,24.012985075736218
24,600,negative,-0.8306946631382516,down,49,15.31437287540154,0.31253822194697023,7.65718643770077,0.15626911097348511,24.012985075736218
25,849,none,-0.09221011181831755,up,49,24.128278311517438,0.4924138430921926,12.064139155758719,0.2462069215460963,22.825339582411402
25,849,none,-0.09221011181831755,down,49,15.815863589644716,0.3227727263192799,7.907931794822358,0.16138636315963995,22.8253395824114
25,849,positive,0.7628943267231313,up,49,22.984581097246004,0.4690730836172654,11.492290548623002,0.2345365418086327,22.825339582411402
25,849,positive,0.7628943267231313,down,49,21.970526562239183,0.4483780931069221,10.985263281119591,0.22418904655346106,22.825339582411402
25,849,negative,-0.7828697538343129,up,49,25.6572457747319,0.5236172607088143,12.82862288736595,0.26180863035440716,24.826575432136917
25,849,negative,-0.7828697538343129,down,49,16.05987396178122,0.3277525298322698,8.02993698089061,0.1638762649161349,24.82657543213692
26,677,none,0.10041861511998892,up,49,26.07203344321503,0.5320823151676537,13.036016721607515,0.26604115758382685,24.572065949733258
26,677,none,0.10041861511998892,down,49,16.32923361854278,0.3332496656845465,8.16461680927139,0.16662483284227325,24.57206594973326
26,677,positive,0.8129557627383023,up,49,24.764915084347393,0.505406430292804,12.382457542173697,0.252703215146402,24.572065949733258
26,677,positive,0.8129557627383023,down,49,23.657060720782383,0.4827971575669874,11.828530360391191,0.2413985787834937,24.572065949733258
26,677,negative,-0.8308140694928603,up,49,26.254764043197483,0.5358115110856629,13.127382021598741,0.26790575554283147,25.37646178405278
26,677,negative,-0.8308140694928603,down,49,15.862891901462751,0.3237324877849541,7.9314459507313755,0.16186624389247706,25.37646178405278
27,537,none,-0.019752609979305245,up,49,25.405038190200372,0.5184701671469464,12.702519095100186,0.2592350835734732,24.1091936393067
27,537,none,-0.019752609979305245,down,49,15.687711813758884,0.32015738395426296,7.843855906879442,0.16007869197713148,24.1091936393067
27,537,positive,0.8250298230667839,up,49,24.27493159944384,0.4954067673355885,12.13746579972192,0.24770338366779426,24.1091936393067
27,537,positive,0.8250298230667839,down,49,23.394360489493884,0.47743592835701804,11.697180244746942,0.23871796417850902,24.109193639306703
27,537,negative,-0.7793200083549423,up,49,25.710908003852754,0.5247124082418929,12.855454001926377,0.26235620412094646,24.680621989644564
27,537,negative,-0.7793200083549423,down,49,15.63646846943499,0.3191116014170406,7.818234234717495,0.1595558007085203,24.680621989644564
28,845,none,-0.011122955838324958,up,49,26.283064750085487,0.5363890765323569,13.141532375042743,0.26819453826617845,25.273093261267757
28,845,none,-0.011122955838324958,down,49,17.92345213143728,0.36578473737627104,8.96172606571864,0.18289236868813552,25.273093261267757
28,845,positive,0.7258812762384758,up,49,25.373869208283416,0.5178340654751717,12.686934604141708,0.2589170327375859,25.273093261267757
28,845,positive,0.7258812762384758,down,49,24.4302527260716,0.4985765862463592,12.2151263630358,0.2492882931231796,25.27309326126776
28,845,negative,-0.797383875871425,up,49,26.27471784250895,0.5362187314797745,13.137358921254474,0.26810936573988725,25.245164555445132
28,845,negative,-0.797383875871425,down,49,15.891463033777526,0.3243155721179087,7.945731516888763,0.16215778605895434,25.245164555445132
29,72,none,0.016682592583930032,up,49,25.592158875760425,0.522288956648172,12.796079437880213,0.261144478324086,24.452621804520962
29,72,none,0.016682592583930032,down,49,16.220585651172765,0.33103236022801563,8.110292825586383,0.16551618011400782,24.45262180452096
29,72,positive,0.7323632833821477,up,49,24.62625702465532,0.5025766739725576,12.31312851232766,0.2512883369862788,24.452621804520966
29,72,positive,0.7323632833821477,down,49,23.611629005749673,0.481869979709177,11.805814502874837,0.2409349898545885,24.452621804520962
29,72,negative,-0.803420194713826,up,49,25.91938073261916,0.5289669537269216,12.95969036630958,0.2644834768634608,24.94524641821178
29,72,negative,-0.803420194713826,down,49,16.080236153555614,0.3281680847664411,8.040118076777807,0.16408404238322055,24.945246418211784
30,777,none,0.1295558057013311,up,49,25.85942938778782,0.527743456893629,12.92971469389391,0.2638717284468145,24.58906011498597
30,777,none,0.1295558057013311,down,49,16.97379327252141,0.3464039443371716,8.486896636260704,0.1732019721685858,24.589060114985966
30,777,positive,0.8651813126066435,up,49,24.753733457225795,0.5051782338209346,12.376866728612898,0.2525891169104673,24.589060114985973
30,777,positive,0.8651813126066435,down,49,23.74819730580986,0.4846570878736706,11.87409865290493,0.2423285439368353,24.589060114985966
30,777,negative,-0.8542529111333045,up,49,25.451348110137854,0.5194152675538337,12.725674055068927,0.25970763377691686,24.571727067316235
30,777,negative,-0.8542529111333045,down,49,16.33089055308893,0.3332834806752843,8.165445276544466,0.16664174033764215,24.57172706731624
31,916,none,-0.025864948608703513,up,49,25.84466752491404,0.5274421943860008,12.92233376245702,0.2637210971930004,24.65706695998126
31,916,none,-0.025864948608703513,down,49,17.06814282738996,0.34832944545693795,8.53407141369498,0.17416472272846897,24.65706695998126
31,916,positive,0.9091975089114718,up,49,24.790920292759324,0.505937148831823,12.395460146379662,0.2529685744159115,24.657066959981268
31,916,positive,0.9091975089114718,down,49,23.79550662463907,0.48562258417630755,11.897753312319535,0.24281129208815377,24.657066959981265
31,916,negative,-0.8303429538275204,up,49,25.14023602364003,0.5130660412987761,12.570118011820014,0.25653302064938804,24.43435445535411
31,916,negative,-0.8303429538275204,down,49,16.203690365211553,0.3306875584737052,8.101845182605777,0.1653437792368526,24.43435445535411
32,115,none,-0.11010780069243718,up,49,25.46221977514885,0.5196371382683439,12.731109887574425,0.25981856913417195,24.08236952013728
32,115,none,-0.11010780069243718,down,49,16.003565619858385,0.3266033799971099,8.001782809929193,0.16330168999855496,24.082369520137284
32,115,positive,0.7750285969084141,up,49,24.16548556477606,0.49317317479134815,12.08274278238803,0.24658658739567407,24.08236952013728
32,115,positive,0.7750285969084141,down,49,23.530109990764622,0.4802063263421351,11.765054995382311,0.24010316317106756,24.082369520137284
32,115,negative,-0.8169392255371732,up,49,26.054870423533714,0.5317320494598717,13.027435211766857,0.26586602472993587,25.04670875831607
32,115,negative,-0.8169392255371732,down,49,15.440874001537981,0.3151198775824078,7.720437000768991,0.1575599387912039,25.046708758316065
33,976,none,0.0008226957803540844,up,49,24.88626411016856,0.5078829410238482,12.44313205508428,0.2539414705119241,23.917659539229557
33,976,none,0.0008226957803540844,down,49,18.114647495706,0.36968668358583673,9.057323747853,0.18484334179291836,23.917659539229557
33,976,positive,0.9064126599661075,up,49,24.02840171557493,0.4903755452158149,12.014200857787465,0.24518777260790744,23.917659539229557
33,976,positive,0.9064126599661075,down,49,23.11414972518772,0.47171734133036164,11.55707486259386,0.23585867066518082,23.91765953922956
33,976,negative,-0.8918580376323499,up,49,25.83485515846391,0.5272419420094675,12.917427579231955,0.26362097100473375,25.189632774386585
33,976,negative,-0.8918580376323499,down,49,17.09296720575663,0.3488360654236047,8.546483602878315,0.17441803271180234,25.189632774386585
34,755,none,-0.07083432245627208,up,49,26.671973751065963,0.5443259949197136,13.335986875532981,0.2721629974598568,25.53879752659262
34,755,none,-0.07083432245627208,down,49,19.10143887676706,0.38982528319932774,9.55071943838353,0.19491264159966387,25.538797526592617
34,755,positive,0.8010090225758284,up,49,25.626810595465987,0.5229961346013466,12.813405297732993,0.2614980673006733,25.538797526592624
34,755,positive,0.8010090225758284,down,49,25.118923272530157,0.512631087194493,12.559461636265079,0.2563155435972465,25.538797526592624
34,755,negative,-0.7732281228324919,up,49,25.746150600932367,0.5254316449169871,12.873075300466184,0.26271582245849356,24.77512042729256
34,755,negative,-0.7732281228324919,down,49,15.696880574631498,0.3203445015230918,7.848440287315749,0.1601722507615459,24.77512042729256
35,709,none,-0.29300890276129243,up,49,25.32751406802878,0.516888042204669,12.66375703401439,0.2584440211023345,24.139022176049753
35,709,none,-0.29300890276129243,down,49,16.43173028614955,0.3353414344112153,8.215865143074774,0.16767071720560764,24.139022176049757
35,709,positive,0.7934953485752643,up,49,24.185146632826772,0.4935744210780974,12.092573316413386,0.2467872105390487,24.139022176049753
35,709,positive,0.7934953485752643,down,49,23.62322597335302,0.48210665251740853,11.81161298667651,0.24105332625870426,24.139022176049757
35,709,negative,-0.8287826456364208,up,49,25.511351294135316,0.5206398223292922,12.755675647067658,0.2603199111646461,24.65759517692876
35,709,negative,-0.8287826456364208,down,49,16.02355959255158,0.3270114202561547,8.01177979627579,0.16350571012807735,24.657595176928762
36,847,none,-0.10336971249369602,up,49,25.432392323398364,0.5190284147632319,12.716196161699182,0.25951420738161596,24.41940088521983
36,847,none,-0.10336971249369602,down,49,17.748791925666545,0.3622202433809499,8.874395962833272,0.18111012169047494,24.41940088521983
36,847,positive,0.8565967723905835,up,49,24.50288241857857,0.5000588248689504,12.251441209289284,0.2500294124344752,24.419400885219826
36,847,positive,0.8565967723905835,down,49,23.982564789732724,0.4894400977496474,11.991282394866362,0.2447200488748237,24.41940088521983
36,847,negative,-0.8865388657383994,up,49,25.130419990952575,0.512865714101073,12.565209995476287,0.2564328570505365,24.30640792689997
36,847,negative,-0.8865388657383994,down,49,17.375954750444475,0.35461132143764235,8.687977375222237,0.17730566071882117,24.30640792689997
37,431,none,-0.008038500086067239,up,49,25.51497383674126,0.5207137517702298,12.75748691837063,0.2603568758851149,24.27097733043952
37,431,none,-0.008038500086067239,down,49,15.947427604010418,0.32545770620429426,7.973713802005209,0.16272885310214713,24.27097733043952
